"otu"	"tax"	"sim"
"210432"	"SCOR.D2.90m.DNA_544892"	28241	99.38
"210448"	"SCOR.D2.90m.DNA_544908"	19082	99.57
"210482"	"SCOR.D2.90m.DNA_544941"	39646	98.81
"210515"	"SCOR.D2.90m.DNA_544974"	39646	98.41
"210521"	"SCOR.D2.90m.DNA_544980"	10939	98.18
"210535"	"SCOR.D2.90m.DNA_544994"	18459	99.6
"210559"	"SCOR.D2.90m.DNA_545018"	35841	99.2
"210568"	"SCOR.D2.90m.DNA_545027"	10939	98.37
"210580"	"SCOR.D2.90m.DNA_545039"	39646	99.21
"210609"	"SCOR.D2.90m.DNA_545068"	8780	98.52
"210613"	"SCOR.D2.90m.DNA_545072"	28241	99.54
"210620"	"SCOR.D2.90m.DNA_545080"	26650	99.21
"210657"	"SCOR.D2.90m.DNA_545114"	23633	96.03
"210726"	"SCOR.D2.90m.DNA_545185"	42840	99.6
"210729"	"SCOR.D2.90m.DNA_545188"	32070	99.2
"210739"	"SCOR.D2.90m.DNA_545198"	35162	98.8
"210751"	"SCOR.D2.90m.DNA_545210"	23633	98.32
"210772"	"SCOR.D2.90m.DNA_545231"	23633	98.53
"210774"	"SCOR.D2.90m.DNA_545233"	17547	99.36
"210777"	"SCOR.D2.90m.DNA_545236"	2274	98.95
"210798"	"SCOR.D2.90m.DNA_545256"	10939	95.56
"210805"	"SCOR.D2.90m.DNA_545263"	8780	99.79
"210898"	"SCOR.D2.90m.DNA_545354"	35841	99.6
"210991"	"SCOR.D2.90m.DNA_545446"	41856	97.89
"211005"	"SCOR.D2.90m.DNA_545460"	32070	98.81
"211012"	"SCOR.D2.90m.DNA_545467"	23633	97.7
"211018"	"SCOR.D2.90m.DNA_545474"	10939	98.19
"211032"	"SCOR.D2.90m.DNA_545487"	10557	99.79
"211044"	"SCOR.D2.90m.DNA_545498"	12385	99.57
"211058"	"SCOR.D2.90m.DNA_545512"	35162	99.58
"211080"	"SCOR.D2.90m.DNA_545534"	39646	97.16
"211094"	"SCOR.D2.90m.DNA_545548"	8780	98.96
"211106"	"SCOR.D2.90m.DNA_545560"	23633	100
"211192"	"SCOR.D2.90m.DNA_545644"	32070	99.59
"211214"	"SCOR.D2.90m.DNA_545666"	17737	97.93
"211235"	"SCOR.D2.90m.DNA_545687"	17547	100
"211275"	"SCOR.D2.90m.DNA_545727"	7561	98.17
"211302"	"SCOR.D2.90m.DNA_545755"	10939	98.38
"211327"	"SCOR.D2.90m.DNA_545778"	10939	98.17
"211337"	"SCOR.D2.90m.DNA_545788"	12385	99.57
"211378"	"SCOR.D2.90m.DNA_545829"	27885	99.79
"211384"	"SCOR.D2.90m.DNA_545835"	10939	98.38
"211389"	"SCOR.D2.90m.DNA_545840"	23633	99.37
"211391"	"SCOR.D2.90m.DNA_545842"	10939	98.18
"211424"	"SCOR.D2.90m.DNA_545875"	23633	99.58
"211425"	"SCOR.D2.90m.DNA_545876"	5081	97.89
"211456"	"SCOR.D2.90m.DNA_545907"	10939	98.18
"211475"	"SCOR.D2.90m.DNA_545926"	8780	98.51
"211480"	"SCOR.D2.90m.DNA_545931"	10939	95.76
"211487"	"SCOR.D2.90m.DNA_545937"	14519	98.75
"211507"	"SCOR.D2.90m.DNA_545956"	39646	99.19
"211510"	"SCOR.D2.90m.DNA_545959"	49468	98.74
"211529"	"SCOR.D2.90m.DNA_545978"	10939	98.59
"211533"	"SCOR.D2.90m.DNA_545982"	10939	97.74
"211563"	"SCOR.D2.90m.DNA_546010"	10939	97.98
"211579"	"SCOR.D2.90m.DNA_546026"	23633	97.49
"211580"	"SCOR.D2.90m.DNA_546027"	17547	100
"211582"	"SCOR.D2.90m.DNA_546029"	39646	98.99
"211584"	"SCOR.D2.90m.DNA_546031"	23633	99.79
"211615"	"SCOR.D2.90m.DNA_546060"	26650	99.6
"211634"	"SCOR.D2.90m.DNA_546079"	14519	99.6
"211661"	"SCOR.D2.90m.DNA_546105"	26650	98.84
"211696"	"SCOR.D2.90m.DNA_546140"	27885	99.4
"211738"	"SCOR.D2.90m.DNA_546182"	23633	95.81
"211816"	"SCOR.D2.90m.DNA_546260"	27885	99.8
"211819"	"SCOR.D2.90m.DNA_546262"	12385	98.5
"211837"	"SCOR.D2.90m.DNA_546280"	23633	97.07
"211840"	"SCOR.D2.90m.DNA_546283"	26650	98.2
"211852"	"SCOR.D2.90m.DNA_546295"	35841	99.4
"211899"	"SCOR.D2.90m.DNA_546341"	23633	98.95
"211904"	"SCOR.D2.90m.DNA_546346"	30591	99.79
"211906"	"SCOR.D2.90m.DNA_546348"	39646	99.21
"211914"	"SCOR.D2.90m.DNA_546356"	27885	100
"211941"	"SCOR.D2.90m.DNA_546383"	10939	97.9
"211942"	"SCOR.D2.90m.DNA_546384"	32940	99.4
"211948"	"SCOR.D2.90m.DNA_546390"	39646	99.19
"211952"	"SCOR.D2.90m.DNA_546394"	10939	98.18
"212016"	"SCOR.D2.90m.DNA_546456"	19082	99.6
"212042"	"SCOR.D2.90m.DNA_546481"	35162	98.8
"212049"	"SCOR.D2.90m.DNA_546488"	2274	99.36
"212095"	"SCOR.D2.90m.DNA_546528"	30591	99.58
"212099"	"SCOR.D2.90m.DNA_546532"	10939	98.18
"212104"	"SCOR.D2.90m.DNA_546537"	23633	97.28
"212148"	"SCOR.D2.90m.DNA_546582"	23633	99.37
"212160"	"SCOR.D2.90m.DNA_546594"	17737	97.9
"212183"	"SCOR.D2.90m.DNA_546617"	39646	99.01
"212188"	"SCOR.D2.90m.DNA_546622"	30591	99.53
"212197"	"SCOR.D2.90m.DNA_546631"	26650	99.39
"212200"	"SCOR.D2.90m.DNA_546634"	5081	98.53
"212204"	"SCOR.D2.90m.DNA_546638"	28241	99.79
"212238"	"SCOR.D2.90m.DNA_546672"	32070	99.77
"212285"	"SCOR.D2.90m.DNA_546718"	10939	97.98
"212287"	"SCOR.D2.90m.DNA_546720"	28241	99.54
"212311"	"SCOR.D2.90m.DNA_546742"	32940	99
"212333"	"SCOR.D2.90m.DNA_546764"	23633	99.79
"212345"	"SCOR.D2.90m.DNA_546776"	35841	99.58
"212355"	"SCOR.D2.90m.DNA_546786"	8780	99.58
"212379"	"SCOR.D2.90m.DNA_546810"	17737	97.93
"212419"	"SCOR.D2.90m.DNA_546850"	23633	100
"212423"	"SCOR.D2.90m.DNA_546854"	10939	98.38
"212436"	"SCOR.D2.90m.DNA_546867"	10939	98.38
"212441"	"SCOR.D2.90m.DNA_546872"	8780	99.8
"212452"	"SCOR.D2.90m.DNA_546883"	10939	98.59
"212528"	"SCOR.D2.90m.DNA_546958"	10939	98.32
"212562"	"SCOR.D2.90m.DNA_546989"	35162	99
"212568"	"SCOR.D2.90m.DNA_546995"	17737	97.93
"212587"	"SCOR.D2.90m.DNA_547014"	41856	99.79
"212590"	"SCOR.D2.90m.DNA_547017"	10939	98.18
"212636"	"SCOR.D2.90m.DNA_547061"	26650	99.59
"212639"	"SCOR.D2.90m.DNA_547064"	23633	97.48
"212669"	"SCOR.D2.90m.DNA_547094"	27885	99.76
"212695"	"SCOR.D2.90m.DNA_547120"	26650	100
"212704"	"SCOR.D2.90m.DNA_547129"	26582	99.16
"212710"	"SCOR.D2.90m.DNA_547135"	7561	99.16
"212718"	"SCOR.D2.90m.DNA_547143"	14519	99.6
"212725"	"SCOR.D2.90m.DNA_547150"	27885	100
"212731"	"SCOR.D2.90m.DNA_547156"	35841	98.8
"212776"	"SCOR.D2.90m.DNA_547201"	35841	99.03
"212777"	"SCOR.D2.90m.DNA_547202"	10939	98.79
"212785"	"SCOR.D2.90m.DNA_547209"	10939	97.98
"212841"	"SCOR.D2.90m.DNA_547265"	10557	99.36
"212845"	"SCOR.D2.90m.DNA_547269"	2274	99.19
"212847"	"SCOR.D2.90m.DNA_547271"	10939	97.98
"212853"	"SCOR.D2.90m.DNA_547277"	23633	98.53
"212862"	"SCOR.D2.90m.DNA_547286"	14519	98.8
"212866"	"SCOR.D2.90m.DNA_547290"	13270	99.41
"212871"	"SCOR.D2.90m.DNA_547295"	17737	99.38
"212915"	"SCOR.D2.90m.DNA_547337"	32940	97.01
"212930"	"SCOR.D2.90m.DNA_547352"	2274	99.8
"212967"	"SCOR.D2.90m.DNA_547389"	10939	98.38
"212994"	"SCOR.D2.90m.DNA_547416"	26650	99
"213005"	"SCOR.D2.90m.DNA_547427"	23633	100
"213039"	"SCOR.D2.90m.DNA_547461"	13270	99.01
"213047"	"SCOR.D2.90m.DNA_547469"	8780	98.76
"213048"	"SCOR.D2.90m.DNA_547470"	18459	97.6
"213066"	"SCOR.D2.90m.DNA_547488"	26650	99.53
"213089"	"SCOR.D2.90m.DNA_547511"	41856	98.31
"213126"	"SCOR.D2.90m.DNA_547547"	39646	99.37
"213133"	"SCOR.D2.90m.DNA_547554"	13270	99.8
"213166"	"SCOR.D2.90m.DNA_547588"	23633	96.02
"213186"	"SCOR.D2.90m.DNA_547607"	49468	97.53
"213204"	"SCOR.D2.90m.DNA_547625"	2274	99.59
"213218"	"SCOR.D2.90m.DNA_547640"	39646	98.2
"213247"	"SCOR.D2.90m.DNA_547669"	49468	98.95
"213264"	"SCOR.D2.90m.DNA_547686"	26650	99.4
"213278"	"SCOR.D2.90m.DNA_547700"	23633	100
"213285"	"SCOR.D2.90m.DNA_547707"	7561	98.73
"213291"	"SCOR.D2.90m.DNA_547713"	26650	99.8
"213300"	"SCOR.D2.90m.DNA_547722"	26650	99.01
"213301"	"SCOR.D2.90m.DNA_547723"	23633	96.88
"213304"	"SCOR.D2.90m.DNA_547726"	10939	98.39
"213307"	"SCOR.D2.90m.DNA_547729"	23633	99.16
"213324"	"SCOR.D2.90m.DNA_547745"	27885	100
"213351"	"SCOR.D2.90m.DNA_547772"	10939	97.99
"213358"	"SCOR.D2.90m.DNA_547779"	10939	98.39
"213359"	"SCOR.D2.90m.DNA_547780"	13270	99.8
"213361"	"SCOR.D2.90m.DNA_547782"	10939	97.58
"213425"	"SCOR.D2.90m.DNA_547845"	8780	99.79
"213426"	"SCOR.D2.90m.DNA_547846"	32070	99.4
"213488"	"SCOR.D2.90m.DNA_547907"	23633	99.58
"213497"	"SCOR.D2.90m.DNA_547916"	10939	95.16
"213503"	"SCOR.D2.90m.DNA_547922"	10939	98.18
"213529"	"SCOR.D2.90m.DNA_547948"	23633	98.51
"213567"	"SCOR.D2.90m.DNA_547986"	26650	100
"213577"	"SCOR.D2.90m.DNA_547996"	23633	99.58
"213618"	"SCOR.D2.90m.DNA_548036"	12385	98.71
"213626"	"SCOR.D2.90m.DNA_548044"	23633	98.95
"213631"	"SCOR.D2.90m.DNA_548049"	32070	99.4
"213645"	"SCOR.D2.90m.DNA_548062"	23633	95.44
"213661"	"SCOR.D2.90m.DNA_548078"	8780	99.17
"213676"	"SCOR.D2.90m.DNA_548093"	28241	98.97
"213731"	"SCOR.D2.90m.DNA_548146"	28241	99.59
"213750"	"SCOR.D2.90m.DNA_548164"	35162	99.37
"213757"	"SCOR.D2.90m.DNA_548171"	23633	98.54
"213762"	"SCOR.D2.90m.DNA_548176"	17737	97.93
"213772"	"SCOR.D2.90m.DNA_548186"	23633	98.54
"213781"	"SCOR.D2.90m.DNA_548194"	23633	97.49
"213788"	"SCOR.D2.90m.DNA_548201"	10939	95.36
"213805"	"SCOR.D2.90m.DNA_548217"	17737	97.51
"213820"	"SCOR.D2.90m.DNA_548232"	17737	97.93
"213824"	"SCOR.D2.90m.DNA_548236"	5081	98.53
"213836"	"SCOR.D2.90m.DNA_548248"	23633	99.16
"213843"	"SCOR.D2.90m.DNA_548255"	23633	98.52
"213844"	"SCOR.D2.90m.DNA_548256"	23633	97.7
"213853"	"SCOR.D2.90m.DNA_548265"	10939	98.59
"213871"	"SCOR.D2.90m.DNA_548283"	23633	99.37
"213881"	"SCOR.D2.90m.DNA_548293"	42840	99.6
"213941"	"SCOR.D2.90m.DNA_548352"	12385	99.09
"213963"	"SCOR.D2.90m.DNA_548372"	10939	98.42
"213991"	"SCOR.D2.90m.DNA_548400"	19082	99.6
"213994"	"SCOR.D2.90m.DNA_548403"	23633	98.12
"214022"	"SCOR.D2.90m.DNA_548431"	10939	97.99
"214035"	"SCOR.D2.90m.DNA_548444"	7561	98.97
"214080"	"SCOR.D2.90m.DNA_548489"	23633	98.74
"214089"	"SCOR.D2.90m.DNA_548498"	23633	99.16
"214106"	"SCOR.D2.90m.DNA_548515"	28241	99.38
"214108"	"SCOR.D2.90m.DNA_548517"	2274	98.53
"214109"	"SCOR.D2.90m.DNA_548518"	8780	98.84
"214117"	"SCOR.D2.90m.DNA_548526"	27885	99.6
"214120"	"SCOR.D2.90m.DNA_548529"	49468	98.95
"214140"	"SCOR.D2.90m.DNA_548549"	26650	100
"214149"	"SCOR.D2.90m.DNA_548558"	17737	97.63
"214153"	"SCOR.D2.90m.DNA_548562"	5081	98.32
"214177"	"SCOR.D2.90m.DNA_548586"	32070	99.21
"214196"	"SCOR.D2.90m.DNA_548604"	42840	99.4
"214225"	"SCOR.D2.90m.DNA_548632"	35841	100
"214226"	"SCOR.D2.90m.DNA_548633"	32070	99.6
"214227"	"SCOR.D2.90m.DNA_548634"	27885	98.6
"214252"	"SCOR.D2.90m.DNA_548657"	38500	99.2
"214294"	"SCOR.D2.90m.DNA_548698"	13270	98.75
"214308"	"SCOR.D2.90m.DNA_548712"	14519	99.39
"214332"	"SCOR.D2.90m.DNA_548735"	28241	98.76
"214339"	"SCOR.D2.90m.DNA_548742"	26650	99
"214350"	"SCOR.D2.90m.DNA_548752"	10939	98.18
"214361"	"SCOR.D2.90m.DNA_548763"	35841	99.19
"214414"	"SCOR.D2.90m.DNA_548815"	23633	99.37
"214426"	"SCOR.D2.90m.DNA_548827"	10939	98.38
"214446"	"SCOR.D2.90m.DNA_548847"	39646	98.96
"214453"	"SCOR.D2.90m.DNA_548854"	39646	99.01
"214473"	"SCOR.D2.90m.DNA_548874"	39646	99.01
"214527"	"SCOR.D2.90m.DNA_548930"	12385	98.99
"214529"	"SCOR.D2.90m.DNA_548932"	17737	97.93
"214581"	"SCOR.D2.90m.DNA_548981"	10939	97.98
"214632"	"SCOR.D2.90m.DNA_549028"	17737	97.51
"214652"	"SCOR.D2.90m.DNA_549047"	10939	97.72
"214761"	"SCOR.D2.90m.DNA_549157"	2274	99.79
"214773"	"SCOR.D2.90m.DNA_549169"	2962	99.37
"214834"	"SCOR.D2.90m.DNA_549226"	19082	99.21
